1.000000000000000000e+00 1.260000000000000052e-03
9.994161000000000294e-01 1.341900000000000037e-03
9.976658000000000470e-01 1.587000000000000086e-03
9.947532000000000041e-01 1.993799999999999999e-03
9.906850000000000378e-01 2.559500000000000143e-03
9.854709000000000385e-01 3.280400000000000156e-03
9.791229000000000182e-01 4.151900000000000035e-03
9.716559000000000168e-01 5.168500000000000351e-03
9.630872999999999795e-01 6.323800000000000081e-03
9.534371999999999847e-01 7.610800000000000030e-03
9.427280000000000104e-01 9.021700000000000552e-03
9.309849000000000041e-01 1.054850000000000058e-02
9.182350999999999708e-01 1.218230000000000007e-02
9.045085000000000486e-01 1.391429999999999924e-02
8.898371999999999948e-01 1.573509999999999839e-02
8.742554000000000158e-01 1.763529999999999959e-02
8.577995000000000481e-01 1.960510000000000030e-02
8.405078999999999745e-01 2.163469999999999976e-02
8.224211000000000160e-01 2.371420000000000125e-02
8.035813000000000539e-01 2.583370000000000111e-02
7.840323999999999627e-01 2.798279999999999865e-02
7.638201999999999492e-01 3.015150000000000122e-02
7.429917000000000327e-01 3.232940000000000119e-02
7.215958000000000094e-01 3.450580000000000314e-02
6.996822999999999793e-01 3.667000000000000121e-02
6.773025000000000295e-01 3.881090000000000234e-02
6.545085000000000486e-01 4.091739999999999960e-02
6.313537000000000177e-01 4.297779999999999656e-02
6.078921000000000463e-01 4.498019999999999796e-02
5.841785999999999923e-01 4.691239999999999993e-02
5.602683000000000524e-01 4.876189999999999691e-02
5.362173999999999552e-01 5.051610000000000128e-02
5.120818999999999788e-01 5.216200000000000003e-02
4.879181000000000212e-01 5.368660000000000099e-02
4.637825999999999893e-01 5.507689999999999808e-02
4.397317000000000031e-01 5.632000000000000201e-02
4.158215000000000106e-01 5.740329999999999738e-02
3.921079000000000092e-01 5.831449999999999828e-02
3.686462999999999823e-01 5.904190000000000133e-02
3.454915000000000069e-01 5.957470000000000127e-02
3.226975999999999734e-01 5.990279999999999910e-02
3.003177000000000207e-01 6.001719999999999972e-02
2.784041999999999906e-01 5.991019999999999679e-02
2.570083000000000228e-01 5.957550000000000345e-02
2.361798999999999982e-01 5.900810000000000083e-02
2.159676000000000096e-01 5.820480000000000098e-02
1.964187000000000016e-01 5.716399999999999954e-02
1.775789000000000117e-01 5.588560000000000055e-02
1.594920999999999978e-01 5.437150000000000316e-02
1.422005000000000075e-01 5.262510000000000104e-02
1.257446000000000119e-01 5.065130000000000327e-02
1.101628000000000052e-01 4.845669999999999839e-02
9.549150000000000693e-02 4.604889999999999678e-02
8.176490000000000147e-02 4.343709999999999932e-02
6.901519999999999877e-02 4.063100000000000045e-02
5.727200000000000346e-02 3.764139999999999847e-02
4.656280000000000141e-02 3.447920000000000151e-02
3.691269999999999968e-02 3.115590000000000026e-02
2.834410000000000054e-02 2.768270000000000106e-02
2.087709999999999913e-02 2.407060000000000102e-02
1.452909999999999965e-02 2.033000000000000085e-02
9.314899999999999222e-03 1.647059999999999844e-02
5.246800000000000248e-03 1.250109999999999937e-02
2.334199999999999817e-03 8.428899999999999587e-03
5.839000000000000440e-04 4.260299999999999851e-03
0.000000000000000000e+00 0.000000000000000000e+00
0.0005839 -.0042603
0.0023342 -.0084289
0.0052468 -.0125011
0.0093149 -.0164706
0.0145291 -.0203300
0.0208771 -.0240706
0.0283441 -.0276827
0.0369127 -.0311559
0.0465628 -.0344792
0.0572720 -.0376414
0.0690152 -.0406310
0.0817649 -.0434371
0.0954915 -.0460489
0.1101628 -.0484567
0.1257446 -.0506513
0.1422005 -.0526251
0.1594921 -.0543715
0.1775789 -.0558856
0.1964187 -.0571640
0.2159676 -.0582048
0.2361799 -.0590081
0.2570083 -.0595755
0.2784042 -.0599102
0.3003177 -.0600172
0.3226976 -.0599028
0.3454915 -.0595747
0.3686463 -.0590419
0.3921079 -.0583145
0.4158215 -.0574033
0.4397317 -.0563200
0.4637826 -.0550769
0.4879181 -.0536866
0.5120819 -.0521620
0.5362174 -.0505161
0.5602683 -.0487619
0.5841786 -.0469124
0.6078921 -.0449802
0.6313537 -.0429778
0.6545085 -.0409174
0.6773025 -.0388109
0.6996823 -.0366700
0.7215958 -.0345058
0.7429917 -.0323294
0.7638202 -.0301515
0.7840324 -.0279828
0.8035813 -.0258337
0.8224211 -.0237142
0.8405079 -.0216347
0.8577995 -.0196051
0.8742554 -.0176353
0.8898372 -.0157351
0.9045085 -.0139143
0.9182351 -.0121823
0.9309849 -.0105485
0.9427280 -.0090217
0.9534372 -.0076108
0.9630873 -.0063238
0.9716559 -.0051685
0.9791229 -.0041519
0.9854709 -.0032804
0.9906850 -.0025595
0.9947532 -.0019938
0.9976658 -.0015870
0.9994161 -.0013419
1.0000000 -.0012600
